0,1,2,3,4,5,6,7,8,9,10,11,gender,label
0.43248764,0.49181533,0.52399707,0.518006,0.49328154,0.4707683,0.49265555,0.5363637,0.50734466,0.5441686,0.4694612,0.42043626,male,adult
0.55098027,0.63392663,0.63239706,0.6014366,0.520888,0.47009233,0.45521984,0.41008914,0.45418724,0.510549,0.49444482,0.5012946,male,adult
0.45748883,0.4743275,0.4594566,0.44979116,0.46165657,0.45307025,0.4872443,0.49739322,0.5697915,0.5893598,0.46703562,0.44878632,male,adult
0.4639852,0.4629351,0.45893064,0.44183633,0.4464913,0.42000222,0.44218543,0.46396956,0.5095192,0.5168257,0.460586,0.4796865,male,adult
0.488712,0.5208001,0.53520936,0.4951698,0.53401697,0.5605814,0.5713022,0.5167535,0.571805,0.5620181,0.45643386,0.49473333,male,adult
0.50708646,0.48999742,0.4531085,0.4597176,0.48152095,0.540371,0.50925916,0.4781725,0.45313686,0.48627618,0.4789015,0.49081874,male,adult
0.4715955,0.46126518,0.48260453,0.47769088,0.49144444,0.47426233,0.48651648,0.5174143,0.5339538,0.5356142,0.46737584,0.4782211,male,adult
0.4202711,0.41084066,0.45524383,0.47182256,0.50012547,0.5163636,0.53691214,0.5258526,0.5705294,0.58499265,0.46093556,0.42038992,male,adult
0.5191781,0.53772354,0.5569302,0.4838107,0.4694743,0.439709,0.4396808,0.45241696,0.5201772,0.58028597,0.56680524,0.5650855,male,adult
0.54148465,0.5364624,0.5277117,0.4998595,0.46649212,0.47926044,0.53562844,0.5662044,0.5325534,0.55331165,0.4951802,0.521004,male,adult
0.50138235,0.503934,0.53470623,0.52106214,0.49812922,0.53444266,0.6146435,0.60940105,0.5589211,0.49242038,0.40343133,0.4440302,male,adult
0.47848418,0.484863,0.48043644,0.45382425,0.44749328,0.4459675,0.51788443,0.55276984,0.5307819,0.5699872,0.4625663,0.4531102,male,adult
0.60321826,0.56787926,0.55678767,0.5219061,0.47936285,0.4313389,0.43682694,0.45414475,0.459448,0.57724535,0.53630567,0.58404404,male,adult
0.5227232,0.48689446,0.5328338,0.5406146,0.483471,0.4780792,0.50114596,0.5373109,0.60639125,0.6087239,0.49347875,0.5216179,male,adult
0.53866464,0.49672067,0.5083122,0.48237956,0.4560017,0.47579625,0.50561243,0.49046838,0.518483,0.5347281,0.4835915,0.5217344,male,adult
0.560582,0.55250186,0.5403048,0.5405327,0.51885605,0.46723723,0.47407514,0.42855942,0.50422424,0.54191357,0.47924396,0.5459135,male,adult
0.5726007,0.530611,0.50633353,0.50704753,0.4582634,0.4742433,0.46596274,0.4133047,0.44248345,0.54086274,0.5305971,0.5640273,male,adult
0.58013624,0.5740583,0.55426943,0.50165176,0.47236812,0.48148447,0.4717544,0.45158455,0.48353943,0.5021492,0.46877077,0.531771,male,adult
0.485253,0.4486289,0.49532747,0.45154047,0.47818014,0.5349974,0.5749516,0.5395613,0.5815175,0.52031493,0.3982265,0.44199407,male,adult
0.5448409,0.5417487,0.52895266,0.5259474,0.49082577,0.4783176,0.49449703,0.4834976,0.48682237,0.57171243,0.5086386,0.53065276,male,adult
0.476031,0.50090116,0.52336395,0.48681366,0.47897646,0.48092172,0.50305957,0.5093114,0.5627477,0.637662,0.5206005,0.47605202,male,adult
0.38358417,0.39812294,0.4330383,0.42412403,0.4232256,0.44588083,0.53847414,0.574101,0.58523834,0.53789616,0.42023656,0.4260559,male,adult
0.54508257,0.5526265,0.54250485,0.47248927,0.4442907,0.46356893,0.5060219,0.48062623,0.52065885,0.5106983,0.4857675,0.5489368,male,adult
0.5955093,0.58523697,0.54768723,0.54719615,0.53560925,0.55018556,0.55559665,0.5148375,0.47401974,0.55093277,0.5495131,0.586895,male,adult
0.5702563,0.53654706,0.5140196,0.49492723,0.48877922,0.48614323,0.5270021,0.49220347,0.53268445,0.6179538,0.5534381,0.56143576,male,adult
0.5191845,0.52037704,0.49138093,0.5056587,0.5034753,0.49145618,0.5331982,0.5636314,0.54418784,0.6115846,0.5006242,0.48413175,male,adult
0.4904022,0.45545948,0.46785673,0.47114146,0.45111164,0.4598684,0.4955416,0.5218896,0.5429813,0.6176955,0.5417182,0.5147752,male,adult
0.46181834,0.47508672,0.485038,0.4630989,0.50746864,0.5064396,0.49480253,0.46603167,0.5395978,0.6140148,0.5078301,0.45182955,male,adult
0.48527166,0.5053563,0.5361244,0.52383465,0.51883346,0.49557146,0.5034412,0.49261722,0.50551677,0.5718217,0.4849355,0.47597465,male,adult
0.49235997,0.484892,0.53749144,0.5011087,0.48572323,0.49895626,0.541477,0.5586041,0.5874601,0.5355304,0.4776055,0.5123214,male,adult
0.5077791,0.48897448,0.5079377,0.49240622,0.4669958,0.4714456,0.49263805,0.5235435,0.49994707,0.56158406,0.49142146,0.5055723,male,adult
0.49193177,0.46709758,0.49647203,0.49896276,0.5066494,0.44437218,0.4454787,0.45919046,0.58502024,0.598583,0.55650574,0.5362954,male,adult
0.49930295,0.4673185,0.45411226,0.43445063,0.43395206,0.4574448,0.54012877,0.57715327,0.5961509,0.50109094,0.4245624,0.47171673,male,adult
0.5568288,0.5689688,0.6536627,0.6806365,0.6196664,0.49447477,0.4583747,0.42719808,0.6060759,0.5761168,0.528246,0.5429077,male,adult
0.52323806,0.49699587,0.5355956,0.4873397,0.5306468,0.52959377,0.53400207,0.5099129,0.5474375,0.5431792,0.5092435,0.5486425,male,adult
0.61336905,0.5375628,0.4904247,0.54445916,0.6226884,0.57196087,0.5370789,0.4914802,0.5634991,0.5635874,0.5034296,0.5539876,male,adult
0.4970558,0.5150982,0.51410186,0.5148179,0.55723554,0.5315091,0.5508697,0.51348656,0.5380551,0.5438391,0.5006905,0.48767862,male,adult
0.554733,0.5049788,0.45459026,0.49469703,0.45333195,0.41823447,0.4598438,0.47801557,0.4847231,0.5949157,0.56412184,0.5608225,male,adult
0.5264864,0.5464314,0.52059656,0.4663178,0.46231088,0.42913076,0.41779724,0.43054852,0.5091139,0.5693483,0.56778497,0.52798444,male,adult
0.46663225,0.53141016,0.5998097,0.56745535,0.5088633,0.5030555,0.5385173,0.5179542,0.51587135,0.4884022,0.4202448,0.43226478,male,adult
0.5878281,0.52700907,0.5041081,0.46946278,0.41352895,0.3917134,0.40180677,0.44453678,0.51665473,0.4931268,0.46014282,0.55050683,male,adult
0.5668399,0.5437144,0.47956118,0.46592283,0.4952894,0.4671631,0.47683898,0.4797746,0.514113,0.53224534,0.45231608,0.4952584,male,adult
0.50206417,0.49450105,0.50256723,0.51032615,0.4952209,0.50796854,0.5201162,0.5052564,0.473919,0.5458202,0.49288273,0.48563075,male,adult
0.5577932,0.5263602,0.5332387,0.49559847,0.47691864,0.44287872,0.43810484,0.44052154,0.45589012,0.55926317,0.5272872,0.5721708,male,adult
0.52472126,0.5613922,0.53549045,0.49230704,0.4506999,0.45228642,0.4590915,0.45422632,0.45476663,0.54510945,0.51713055,0.50854135,male,adult
0.41580874,0.4299007,0.45093262,0.4139661,0.41145858,0.46551988,0.5369925,0.5484777,0.52331287,0.5740603,0.50268114,0.4609563,male,adult
0.4671992,0.50685436,0.5718726,0.5457325,0.5150844,0.49697807,0.49425864,0.4632707,0.48114106,0.5477106,0.4522807,0.44286224,male,adult
0.5065015,0.47997493,0.49691787,0.4942634,0.5171615,0.5247082,0.54670584,0.52367604,0.58322495,0.5848528,0.50167483,0.5391609,male,adult
0.5846456,0.6470842,0.6313396,0.5779736,0.49706253,0.42008302,0.44058427,0.43126693,0.55786353,0.5883691,0.51669115,0.54360676,male,adult
0.5199905,0.5743191,0.5609921,0.5115202,0.47901314,0.43355793,0.43670112,0.44621405,0.511222,0.56033486,0.52868354,0.50925297,male,adult
0.5145725,0.50606924,0.48472694,0.45165178,0.45777845,0.46928594,0.46727723,0.4513709,0.50995165,0.57623565,0.5100616,0.519024,male,adult
